97,47,60,54,19,8,2,48,2,41
87,18,26,29,78,39,15,3,10,40
19,23,66,89,0,3,11,25,63,16
36,80,43,51,52,88,4,30,58,17
94,70,41,96,13,84,36,14,78,81
43,6,73,5,53,34,51,21,33,89
66,84,69,4,52,25,24,72,27,31
62,70,96,79,26,96,62,31,41,48
87,69,79,67,11,95,92,36,68,61
24,8,18,15,53,6,81,30,27,49
入れ替え:1番目（97）,2番目（47）
入れ替え:158番目（179）,159番目（168）
入れ替え:157番目（176）,158番目（168）
入れ替え:156番目（175）,157番目（168）
入れ替え:155番目（173）,156番目（168）
入れ替え:154番目（173）,155番目（168）
入れ替え:153番目（173）,154番目（168）
入れ替え:152番目（170）,153番目（168）
入れ替え:151番目（170）,152番目（168）
入れ替え:179番目（197）,180番目（190）
入れ替え:178番目（193）,179番目（190）
入れ替え:177番目（191）,178番目（190）
入れ替え:180番目（197）,181番目（179）
入れ替え:179番目（193）,180番目（179）
入れ替え:178番目（191）,179番目（179）
入れ替え:177番目（190）,178番目（179）
入れ替え:176番目（190）,177番目（179）
入れ替え:175番目（190）,176番目（179）
入れ替え:174番目（188）,175番目（179）
入れ替え:173番目（188）,174番目（179）
入れ替え:172番目（185）,173番目（179）
入れ替え:171番目（184）,172番目（179）
入れ替え:170番目（184）,171番目（179）
入れ替え:169番目（183）,170番目（179）
入れ替え:168番目（183）,169番目（179）
入れ替え:167番目（183）,168番目（179）
入れ替え:166番目（182）,167番目（179）
入れ替え:165番目（182）,166番目（179）
入れ替え:164番目（181）,165番目（179）
入れ替え:163番目（181）,164番目（179）
入れ替え:162番目（180）,163番目（179）
入れ替え:161番目（180）,162番目（179）
入れ替え:160番目（180）,161番目（179）
入れ替え:181番目（197）,182番目（141）
入れ替え:180番目（193）,181番目（141）
入れ替え:179番目（191）,180番目（141）
入れ替え:178番目（190）,179番目（141）
入れ替え:177番目（190）,178番目（141）
入れ替え:176番目（190）,177番目（141）
入れ替え:175番目（188）,176番目（141）
入れ替え:174番目（188）,175番目（141）
入れ替え:173番目（185）,174番目（141）
入れ替え:172番目（184）,173番目（141）
入れ替え:171番目（184）,172番目（141）
入れ替え:170番目（183）,171番目（141）
入れ替え:169番目（183）,170番目（141）
入れ替え:168番目（183）,169番目（141）
入れ替え:167番目（182）,168番目（141）
入れ替え:166番目（182）,167番目（141）
入れ替え:165番目（181）,166番目（141）
入れ替え:164番目（181）,165番目（141）
入れ替え:163番目（180）,164番目（141）
入れ替え:162番目（180）,163番目（141）
入れ替え:161番目（180）,162番目（141）
入れ替え:160番目（179）,161番目（141）
入れ替え:159番目（179）,160番目（141）
入れ替え:158番目（176）,159番目（141）
入れ替え:157番目（175）,158番目（141）
入れ替え:156番目（173）,157番目（141）
入れ替え:155番目（173）,156番目（141）
入れ替え:154番目（173）,155番目（141）
入れ替え:153番目（170）,154番目（141）
入れ替え:152番目（170）,153番目（141）
入れ替え:151番目（168）,152番目（141）
入れ替え:150番目（168）,151番目（141）
入れ替え:149番目（165）,150番目（141）
入れ替え:148番目（163）,149番目（141）
入れ替え:147番目（162）,148番目（141）
入れ替え:146番目（161）,147番目（141）
入れ替え:145番目（160）,146番目（141）
入れ替え:144番目（158）,145番目（141）
入れ替え:143番目（158）,144番目（141）
入れ替え:142番目（155）,143番目（141）
入れ替え:141番目（155）,142番目（141）
入れ替え:140番目（154）,141番目（141）
入れ替え:139番目（153）,140番目（141）
入れ替え:138番目（153）,139番目（141）
入れ替え:137番目（152）,138番目（141）
入れ替え:136番目（149）,137番目（141）
入れ替え:135番目（148）,136番目（141）
入れ替え:134番目（147）,135番目（141）
入れ替え:133番目（147）,134番目（141）
入れ替え:132番目（147）,133番目（141）
入れ替え:131番目（147）,132番目（141）
入れ替え:130番目（145）,131番目（141）
入れ替え:129番目（145）,130番目（141）
入れ替え:128番目（144）,129番目（141）
入れ替え:127番目（142）,128番目（141）
入れ替え:182番目（197）,183番目（100）
入れ替え:181番目（193）,182番目（100）
入れ替え:180番目（191）,181番目（100）
入れ替え:179番目（190）,180番目（100）
入れ替え:178番目（190）,179番目（100）
入れ替え:177番目（190）,178番目（100）
入れ替え:176番目（188）,177番目（100）
入れ替え:175番目（188）,176番目（100）
入れ替え:174番目（185）,175番目（100）
入れ替え:173番目（184）,174番目（100）
入れ替え:172番目（184）,173番目（100）
入れ替え:171番目（183）,172番目（100）
入れ替え:170番目（183）,171番目（100）
入れ替え:169番目（183）,170番目（100）
入れ替え:168番目（182）,169番目（100）
入れ替え:167番目（182）,168番目（100）
入れ替え:166番目（181）,167番目（100）
入れ替え:165番目（181）,166番目（100）
入れ替え:164番目（180）,165番目（100）
入れ替え:163番目（180）,164番目（100）
入れ替え:162番目（180）,163番目（100）
入れ替え:161番目（179）,162番目（100）
入れ替え:160番目（179）,161番目（100）
入れ替え:159番目（176）,160番目（100）
入れ替え:158番目（175）,159番目（100）
入れ替え:157番目（173）,158番目（100）
入れ替え:156番目（173）,157番目（100）
入れ替え:155番目（173）,156番目（100）
入れ替え:154番目（170）,155番目（100）
入れ替え:153番目（170）,154番目（100）
入れ替え:152番目（168）,153番目（100）
入れ替え:151番目（168）,152番目（100）
入れ替え:150番目（165）,151番目（100）
入れ替え:149番目（163）,150番目（100）
入れ替え:148番目（162）,149番目（100）
入れ替え:147番目（161）,148番目（100）
入れ替え:146番目（160）,147番目（100）
入れ替え:145番目（158）,146番目（100）
入れ替え:144番目（158）,145番目（100）
入れ替え:143番目（155）,144番目（100）
入れ替え:142番目（155）,143番目（100）
入れ替え:141番目（154）,142番目（100）
入れ替え:140番目（153）,141番目（100）
入れ替え:139番目（153）,140番目（100）
入れ替え:138番目（152）,139番目（100）
入れ替え:137番目（149）,138番目（100）
入れ替え:136番目（148）,137番目（100）
入れ替え:135番目（147）,136番目（100）
入れ替え:134番目（147）,135番目（100）
入れ替え:133番目（147）,134番目（100）
入れ替え:132番目（147）,133番目（100）
入れ替え:131番目（145）,132番目（100）
入れ替え:130番目（145）,131番目（100）
入れ替え:129番目（144）,130番目（100）
入れ替え:128番目（142）,129番目（100）
入れ替え:127番目（141）,128番目（100）
入れ替え:126番目（141）,127番目（100）
入れ替え:125番目（138）,126番目（100）
入れ替え:124番目（136）,125番目（100）
入れ替え:123番目（135）,124番目（100）
入れ替え:122番目（135）,123番目（100）
入れ替え:121番目（130）,122番目（100）
入れ替え:120番目（128）,121番目（100）
入れ替え:119番目（126）,120番目（100）
入れ替え:118番目（125）,119番目（100）
入れ替え:117番目（125）,118番目（100）
入れ替え:116番目（124）,117番目（100）
入れ替え:115番目（124）,116番目（100）
入れ替え:114番目（122）,115番目（100）
入れ替え:113番目（121）,114番目（100）
入れ替え:112番目（120）,113番目（100）
入れ替え:111番目（118）,112番目（100）
入れ替え:110番目（116）,111番目（100）
入れ替え:109番目（116）,110番目（100）
入れ替え:108番目（113）,109番目（100）
入れ替え:107番目（112）,108番目（100）
入れ替え:106番目（108）,107番目（100）
入れ替え:105番目（104）,106番目（100）
入れ替え:104番目（104）,105番目（100）
入れ替え:103番目（102）,104番目（100）
入れ替え:102番目（101）,103番目（100）
入れ替え:183番目（197）,184番目（132）
入れ替え:182番目（193）,183番目（132）
入れ替え:181番目（191）,182番目（132）
入れ替え:180番目（190）,181番目（132）
入れ替え:179番目（190）,180番目（132）
入れ替え:178番目（190）,179番目（132）
入れ替え:177番目（188）,178番目（132）
入れ替え:176番目（188）,177番目（132）
入れ替え:175番目（185）,176番目（132）
入れ替え:174番目（184）,175番目（132）
入れ替え:173番目（184）,174番目（132）
入れ替え:172番目（183）,173番目（132）
入れ替え:171番目（183）,172番目（132）
入れ替え:170番目（183）,171番目（132）
入れ替え:169番目（182）,170番目（132）
入れ替え:168番目（182）,169番目（132）
入れ替え:167番目（181）,168番目（132）
入れ替え:166番目（181）,167番目（132）
入れ替え:165番目（180）,166番目（132）
入れ替え:164番目（180）,165番目（132）
入れ替え:163番目（180）,164番目（132）
入れ替え:162番目（179）,163番目（132）
入れ替え:161番目（179）,162番目（132）
入れ替え:160番目（176）,161番目（132）
入れ替え:159番目（175）,160番目（132）
入れ替え:158番目（173）,159番目（132）
入れ替え:157番目（173）,158番目（132）
入れ替え:156番目（173）,157番目（132）
入れ替え:155番目（170）,156番目（132）
入れ替え:154番目（170）,155番目（132）
入れ替え:153番目（168）,154番目（132）
入れ替え:152番目（168）,153番目（132）
入れ替え:151番目（165）,152番目（132）
入れ替え:150番目（163）,151番目（132）
入れ替え:149番目（162）,150番目（132）
入れ替え:148番目（161）,149番目（132）
入れ替え:147番目（160）,148番目（132）
入れ替え:146番目（158）,147番目（132）
入れ替え:145番目（158）,146番目（132）
入れ替え:144番目（155）,145番目（132）
入れ替え:143番目（155）,144番目（132）
入れ替え:142番目（154）,143番目（132）
入れ替え:141番目（153）,142番目（132）
入れ替え:140番目（153）,141番目（132）
入れ替え:139番目（152）,140番目（132）
入れ替え:138番目（149）,139番目（132）
入れ替え:137番目（148）,138番目（132）
入れ替え:136番目（147）,137番目（132）
入れ替え:135番目（147）,136番目（132）
入れ替え:134番目（147）,135番目（132）
入れ替え:133番目（147）,134番目（132）
入れ替え:132番目（145）,133番目（132）
入れ替え:131番目（145）,132番目（132）
入れ替え:130番目（144）,131番目（132）
入れ替え:129番目（142）,130番目（132）
入れ替え:128番目（141）,129番目（132）
入れ替え:127番目（141）,128番目（132）
入れ替え:126番目（138）,127番目（132）
入れ替え:125番目（136）,126番目（132）
入れ替え:124番目（135）,125番目（132）
入れ替え:123番目（135）,124番目（132）
入れ替え:184番目（197）,185番目（161）
入れ替え:183番目（193）,184番目（161）
入れ替え:182番目（191）,183番目（161）
入れ替え:181番目（190）,182番目（161）
入れ替え:180番目（190）,181番目（161）
入れ替え:179番目（190）,180番目（161）
入れ替え:178番目（188）,179番目（161）
入れ替え:177番目（188）,178番目（161）
入れ替え:176番目（185）,177番目（161）
入れ替え:175番目（184）,176番目（161）
入れ替え:174番目（184）,175番目（161）
入れ替え:173番目（183）,174番目（161）
入れ替え:172番目（183）,173番目（161）
入れ替え:171番目（183）,172番目（161）
入れ替え:170番目（182）,171番目（161）
入れ替え:169番目（182）,170番目（161）
入れ替え:168番目（181）,169番目（161）
入れ替え:167番目（181）,168番目（161）
入れ替え:166番目（180）,167番目（161）
入れ替え:165番目（180）,166番目（161）
入れ替え:164番目（180）,165番目（161）
入れ替え:163番目（179）,164番目（161）
入れ替え:162番目（179）,163番目（161）
入れ替え:161番目（176）,162番目（161）
入れ替え:160番目（175）,161番目（161）
入れ替え:159番目（173）,160番目（161）
入れ替え:158番目（173）,159番目（161）
入れ替え:157番目（173）,158番目（161）
入れ替え:156番目（170）,157番目（161）
入れ替え:155番目（170）,156番目（161）
入れ替え:154番目（168）,155番目（161）
入れ替え:153番目（168）,154番目（161）
入れ替え:152番目（165）,153番目（161）
入れ替え:151番目（163）,152番目（161）
入れ替え:150番目（162）,151番目（161）
入れ替え:185番目（197）,186番目（158）
入れ替え:184番目（193）,185番目（158）
入れ替え:183番目（191）,184番目（158）
入れ替え:182番目（190）,183番目（158）
入れ替え:181番目（190）,182番目（158）
入れ替え:180番目（190）,181番目（158）
入れ替え:179番目（188）,180番目（158）
入れ替え:178番目（188）,179番目（158）
入れ替え:177番目（185）,178番目（158）
入れ替え:176番目（184）,177番目（158）
入れ替え:175番目（184）,176番目（158）
入れ替え:174番目（183）,175番目（158）
入れ替え:173番目（183）,174番目（158）
入れ替え:172番目（183）,173番目（158）
入れ替え:171番目（182）,172番目（158）
入れ替え:170番目（182）,171番目（158）
入れ替え:169番目（181）,170番目（158）
入れ替え:168番目（181）,169番目（158）
入れ替え:167番目（180）,168番目（158）
入れ替え:166番目（180）,167番目（158）
入れ替え:165番目（180）,166番目（158）
入れ替え:164番目（179）,165番目（158）
入れ替え:163番目（179）,164番目（158）
入れ替え:162番目（176）,163番目（158）
入れ替え:161番目（175）,162番目（158）
入れ替え:160番目（173）,161番目（158）
入れ替え:159番目（173）,160番目（158）
入れ替え:158番目（173）,159番目（158）
入れ替え:157番目（170）,158番目（158）
入れ替え:156番目（170）,157番目（158）
入れ替え:155番目（168）,156番目（158）
入れ替え:154番目（168）,155番目（158）
入れ替え:153番目（165）,154番目（158）
入れ替え:152番目（163）,153番目（158）
入れ替え:151番目（162）,152番目（158）
入れ替え:150番目（161）,151番目（158）
入れ替え:149番目（161）,150番目（158）
入れ替え:148番目（160）,149番目（158）
入れ替え:186番目（197）,187番目（180）
入れ替え:185番目（193）,186番目（180）
入れ替え:184番目（191）,185番目（180）
入れ替え:183番目（190）,184番目（180）
入れ替え:182番目（190）,183番目（180）
入れ替え:181番目（190）,182番目（180）
入れ替え:180番目（188）,181番目（180）
入れ替え:179番目（188）,180番目（180）
入れ替え:178番目（185）,179番目（180）
入れ替え:177番目（184）,178番目（180）
入れ替え:176番目（184）,177番目（180）
入れ替え:175番目（183）,176番目（180）
入れ替え:174番目（183）,175番目（180）
入れ替え:173番目（183）,174番目（180）
入れ替え:172番目（182）,173番目（180）
入れ替え:171番目（182）,172番目（180）
入れ替え:170番目（181）,171番目（180）
入れ替え:169番目（181）,170番目（180）
入れ替え:187番目（197）,188番目（177）
入れ替え:186番目（193）,187番目（177）
入れ替え:185番目（191）,186番目（177）
入れ替え:184番目（190）,185番目（177）
入れ替え:183番目（190）,184番目（177）
入れ替え:182番目（190）,183番目（177）
入れ替え:181番目（188）,182番目（177）
入れ替え:180番目（188）,181番目（177）
入れ替え:179番目（185）,180番目（177）
入れ替え:178番目（184）,179番目（177）
入れ替え:177番目（184）,178番目（177）
入れ替え:176番目（183）,177番目（177）
入れ替え:175番目（183）,176番目（177）
入れ替え:174番目（183）,175番目（177）
入れ替え:173番目（182）,174番目（177）
入れ替え:172番目（182）,173番目（177）
入れ替え:171番目（181）,172番目（177）
入れ替え:170番目（181）,171番目（177）
入れ替え:169番目（180）,170番目（177）
入れ替え:168番目（180）,169番目（177）
入れ替え:167番目（180）,168番目（177）
入れ替え:166番目（180）,167番目（177）
入れ替え:165番目（179）,166番目（177）
入れ替え:164番目（179）,165番目（177）
入れ替え:188番目（197）,189番目（177）
入れ替え:187番目（193）,188番目（177）
入れ替え:186番目（191）,187番目（177）
入れ替え:185番目（190）,186番目（177）
入れ替え:184番目（190）,185番目（177）
入れ替え:183番目（190）,184番目（177）
入れ替え:182番目（188）,183番目（177）
入れ替え:181番目（188）,182番目（177）
入れ替え:180番目（185）,181番目（177）
入れ替え:179番目（184）,180番目（177）
入れ替え:178番目（184）,179番目（177）
入れ替え:177番目（183）,178番目（177）
入れ替え:176番目（183）,177番目（177）
入れ替え:175番目（183）,176番目（177）
入れ替え:174番目（182）,175番目（177）
入れ替え:173番目（182）,174番目（177）
入れ替え:172番目（181）,173番目（177）
入れ替え:171番目（181）,172番目（177）
入れ替え:170番目（180）,171番目（177）
入れ替え:169番目（180）,170番目（177）
入れ替え:168番目（180）,169番目（177）
入れ替え:167番目（180）,168番目（177）
入れ替え:166番目（179）,167番目（177）
入れ替え:165番目（179）,166番目（177）
入れ替え:189番目（197）,190番目（127）
入れ替え:188番目（193）,189番目（127）
入れ替え:187番目（191）,188番目（127）
入れ替え:186番目（190）,187番目（127）
入れ替え:185番目（190）,186番目（127）
入れ替え:184番目（190）,185番目（127）
入れ替え:183番目（188）,184番目（127）
入れ替え:182番目（188）,183番目（127）
入れ替え:181番目（185）,182番目（127）
入れ替え:180番目（184）,181番目（127）
入れ替え:179番目（184）,180番目（127）
入れ替え:178番目（183）,179番目（127）
入れ替え:177番目（183）,178番目（127）
入れ替え:176番目（183）,177番目（127）
入れ替え:175番目（182）,176番目（127）
入れ替え:174番目（182）,175番目（127）
入れ替え:173番目（181）,174番目（127）
入れ替え:172番目（181）,173番目（127）
入れ替え:171番目（180）,172番目（127）
入れ替え:170番目（180）,171番目（127）
入れ替え:169番目（180）,170番目（127）
入れ替え:168番目（180）,169番目（127）
入れ替え:167番目（179）,168番目（127）
入れ替え:166番目（179）,167番目（127）
入れ替え:165番目（177）,166番目（127）
入れ替え:164番目（177）,165番目（127）
入れ替え:163番目（176）,164番目（127）
入れ替え:162番目（175）,163番目（127）
入れ替え:161番目（173）,162番目（127）
入れ替え:160番目（173）,161番目（127）
入れ替え:159番目（173）,160番目（127）
入れ替え:158番目（170）,159番目（127）
入れ替え:157番目（170）,158番目（127）
入れ替え:156番目（168）,157番目（127）
入れ替え:155番目（168）,156番目（127）
入れ替え:154番目（165）,155番目（127）
入れ替え:153番目（163）,154番目（127）
入れ替え:152番目（162）,153番目（127）
入れ替え:151番目（161）,152番目（127）
入れ替え:150番目（161）,151番目（127）
入れ替え:149番目（160）,150番目（127）
入れ替え:148番目（158）,149番目（127）
入れ替え:147番目（158）,148番目（127）
入れ替え:146番目（158）,147番目（127）
入れ替え:145番目（155）,146番目（127）
入れ替え:144番目（155）,145番目（127）
入れ替え:143番目（154）,144番目（127）
入れ替え:142番目（153）,143番目（127）
入れ替え:141番目（153）,142番目（127）
入れ替え:140番目（152）,141番目（127）
入れ替え:139番目（149）,140番目（127）
入れ替え:138番目（148）,139番目（127）
入れ替え:137番目（147）,138番目（127）
入れ替え:136番目（147）,137番目（127）
入れ替え:135番目（147）,136番目（127）
入れ替え:134番目（147）,135番目（127）
入れ替え:133番目（145）,134番目（127）
入れ替え:132番目（145）,133番目（127）
入れ替え:131番目（144）,132番目（127）
入れ替え:130番目（142）,131番目（127）
入れ替え:129番目（141）,130番目（127）
入れ替え:128番目（141）,129番目（127）
入れ替え:127番目（138）,128番目（127）
入れ替え:126番目（136）,127番目（127）
入れ替え:125番目（135）,126番目（127）
入れ替え:124番目（135）,125番目（127）
入れ替え:123番目（132）,124番目（127）
入れ替え:122番目（130）,123番目（127）
入れ替え:121番目（128）,122番目（127）
入れ替え:190番目（197）,191番目（164）
入れ替え:189番目（193）,190番目（164）
入れ替え:188番目（191）,189番目（164）
入れ替え:187番目（190）,188番目（164）
入れ替え:186番目（190）,187番目（164）
入れ替え:185番目（190）,186番目（164）
入れ替え:184番目（188）,185番目（164）
入れ替え:183番目（188）,184番目（164）
入れ替え:182番目（185）,183番目（164）
入れ替え:181番目（184）,182番目（164）
入れ替え:180番目（184）,181番目（164）
入れ替え:179番目（183）,180番目（164）
入れ替え:178番目（183）,179番目（164）
入れ替え:177番目（183）,178番目（164）
入れ替え:176番目（182）,177番目（164）
入れ替え:175番目（182）,176番目（164）
入れ替え:174番目（181）,175番目（164）
入れ替え:173番目（181）,174番目（164）
入れ替え:172番目（180）,173番目（164）
入れ替え:171番目（180）,172番目（164）
入れ替え:170番目（180）,171番目（164）
入れ替え:169番目（180）,170番目（164）
入れ替え:168番目（179）,169番目（164）
入れ替え:167番目（179）,168番目（164）
入れ替え:166番目（177）,167番目（164）
入れ替え:165番目（177）,166番目（164）
入れ替え:164番目（176）,165番目（164）
入れ替え:163番目（175）,164番目（164）
入れ替え:162番目（173）,163番目（164）
入れ替え:161番目（173）,162番目（164）
入れ替え:160番目（173）,161番目（164）
入れ替え:159番目（170）,160番目（164）
入れ替え:158番目（170）,159番目（164）
入れ替え:157番目（168）,158番目（164）
入れ替え:156番目（168）,157番目（164）
入れ替え:155番目（165）,156番目（164）
入れ替え:191番目（197）,192番目（144）
入れ替え:190番目（193）,191番目（144）
入れ替え:189番目（191）,190番目（144）
入れ替え:188番目（190）,189番目（144）
入れ替え:187番目（190）,188番目（144）
入れ替え:186番目（190）,187番目（144）
入れ替え:185番目（188）,186番目（144）
入れ替え:184番目（188）,185番目（144）
入れ替え:183番目（185）,184番目（144）
入れ替え:182番目（184）,183番目（144）
入れ替え:181番目（184）,182番目（144）
入れ替え:180番目（183）,181番目（144）
入れ替え:179番目（183）,180番目（144）
入れ替え:178番目（183）,179番目（144）
入れ替え:177番目（182）,178番目（144）
入れ替え:176番目（182）,177番目（144）
入れ替え:175番目（181）,176番目（144）
入れ替え:174番目（181）,175番目（144）
入れ替え:173番目（180）,174番目（144）
入れ替え:172番目（180）,173番目（144）
入れ替え:171番目（180）,172番目（144）
入れ替え:170番目（180）,171番目（144）
入れ替え:169番目（179）,170番目（144）
入れ替え:168番目（179）,169番目（144）
入れ替え:167番目（177）,168番目（144）
入れ替え:166番目（177）,167番目（144）
入れ替え:165番目（176）,166番目（144）
入れ替え:164番目（175）,165番目（144）
入れ替え:163番目（173）,164番目（144）
入れ替え:162番目（173）,163番目（144）
入れ替え:161番目（173）,162番目（144）
入れ替え:160番目（170）,161番目（144）
入れ替え:159番目（170）,160番目（144）
入れ替え:158番目（168）,159番目（144）
入れ替え:157番目（168）,158番目（144）
入れ替え:156番目（165）,157番目（144）
入れ替え:155番目（164）,156番目（144）
入れ替え:154番目（163）,155番目（144）
入れ替え:153番目（162）,154番目（144）
入れ替え:152番目（161）,153番目（144）
入れ替え:151番目（161）,152番目（144）
入れ替え:150番目（160）,151番目（144）
入れ替え:149番目（158）,150番目（144）
入れ替え:148番目（158）,149番目（144）
入れ替え:147番目（158）,148番目（144）
入れ替え:146番目（155）,147番目（144）
入れ替え:145番目（155）,146番目（144）
入れ替え:144番目（154）,145番目（144）
入れ替え:143番目（153）,144番目（144）
入れ替え:142番目（153）,143番目（144）
入れ替え:141番目（152）,142番目（144）
入れ替え:140番目（149）,141番目（144）
入れ替え:139番目（148）,140番目（144）
入れ替え:138番目（147）,139番目（144）
入れ替え:137番目（147）,138番目（144）
入れ替え:136番目（147）,137番目（144）
入れ替え:135番目（147）,136番目（144）
入れ替え:134番目（145）,135番目（144）
入れ替え:133番目（145）,134番目（144）
入れ替え:192番目（197）,193番目（193）
入れ替え:193番目（197）,194番目（161）
入れ替え:192番目（193）,193番目（161）
入れ替え:191番目（193）,192番目（161）
入れ替え:190番目（191）,191番目（161）
入れ替え:189番目（190）,190番目（161）
入れ替え:188番目（190）,189番目（161）
入れ替え:187番目（190）,188番目（161）
入れ替え:186番目（188）,187番目（161）
入れ替え:185番目（188）,186番目（161）
入れ替え:184番目（185）,185番目（161）
入れ替え:183番目（184）,184番目（161）
入れ替え:182番目（184）,183番目（161）
入れ替え:181番目（183）,182番目（161）
入れ替え:180番目（183）,181番目（161）
入れ替え:179番目（183）,180番目（161）
入れ替え:178番目（182）,179番目（161）
入れ替え:177番目（182）,178番目（161）
入れ替え:176番目（181）,177番目（161）
入れ替え:175番目（181）,176番目（161）
入れ替え:174番目（180）,175番目（161）
入れ替え:173番目（180）,174番目（161）
入れ替え:172番目（180）,173番目（161）
入れ替え:171番目（180）,172番目（161）
入れ替え:170番目（179）,171番目（161）
入れ替え:169番目（179）,170番目（161）
入れ替え:168番目（177）,169番目（161）
入れ替え:167番目（177）,168番目（161）
入れ替え:166番目（176）,167番目（161）
入れ替え:165番目（175）,166番目（161）
入れ替え:164番目（173）,165番目（161）
入れ替え:163番目（173）,164番目（161）
入れ替え:162番目（173）,163番目（161）
入れ替え:161番目（170）,162番目（161）
入れ替え:160番目（170）,161番目（161）
入れ替え:159番目（168）,160番目（161）
入れ替え:158番目（168）,159番目（161）
入れ替え:157番目（165）,158番目（161）
入れ替え:156番目（164）,157番目（161）
入れ替え:155番目（163）,156番目（161）
入れ替え:154番目（162）,155番目（161）
入れ替え:194番目（197）,195番目（116）
入れ替え:193番目（193）,194番目（116）
入れ替え:192番目（193）,193番目（116）
入れ替え:191番目（191）,192番目（116）
入れ替え:190番目（190）,191番目（116）
入れ替え:189番目（190）,190番目（116）
入れ替え:188番目（190）,189番目（116）
入れ替え:187番目（188）,188番目（116）
入れ替え:186番目（188）,187番目（116）
入れ替え:185番目（185）,186番目（116）
入れ替え:184番目（184）,185番目（116）
入れ替え:183番目（184）,184番目（116）
入れ替え:182番目（183）,183番目（116）
入れ替え:181番目（183）,182番目（116）
入れ替え:180番目（183）,181番目（116）
入れ替え:179番目（182）,180番目（116）
入れ替え:178番目（182）,179番目（116）
入れ替え:177番目（181）,178番目（116）
入れ替え:176番目（181）,177番目（116）
入れ替え:175番目（180）,176番目（116）
入れ替え:174番目（180）,175番目（116）
入れ替え:173番目（180）,174番目（116）
入れ替え:172番目（180）,173番目（116）
入れ替え:171番目（179）,172番目（116）
入れ替え:170番目（179）,171番目（116）
入れ替え:169番目（177）,170番目（116）
入れ替え:168番目（177）,169番目（116）
入れ替え:167番目（176）,168番目（116）
入れ替え:166番目（175）,167番目（116）
入れ替え:165番目（173）,166番目（116）
入れ替え:164番目（173）,165番目（116）
入れ替え:163番目（173）,164番目（116）
入れ替え:162番目（170）,163番目（116）
入れ替え:161番目（170）,162番目（116）
入れ替え:160番目（168）,161番目（116）
入れ替え:159番目（168）,160番目（116）
入れ替え:158番目（165）,159番目（116）
入れ替え:157番目（164）,158番目（116）
入れ替え:156番目（163）,157番目（116）
入れ替え:155番目（162）,156番目（116）
入れ替え:154番目（161）,155番目（116）
入れ替え:153番目（161）,154番目（116）
入れ替え:152番目（161）,153番目（116）
入れ替え:151番目（160）,152番目（116）
入れ替え:150番目（158）,151番目（116）
入れ替え:149番目（158）,150番目（116）
入れ替え:148番目（158）,149番目（116）
入れ替え:147番目（155）,148番目（116）
入れ替え:146番目（155）,147番目（116）
入れ替え:145番目（154）,146番目（116）
入れ替え:144番目（153）,145番目（116）
入れ替え:143番目（153）,144番目（116）
入れ替え:142番目（152）,143番目（116）
入れ替え:141番目（149）,142番目（116）
入れ替え:140番目（148）,141番目（116）
入れ替え:139番目（147）,140番目（116）
入れ替え:138番目（147）,139番目（116）
入れ替え:137番目（147）,138番目（116）
入れ替え:136番目（147）,137番目（116）
入れ替え:135番目（145）,136番目（116）
入れ替え:134番目（145）,135番目（116）
入れ替え:133番目（144）,134番目（116）
入れ替え:132番目（144）,133番目（116）
入れ替え:131番目（142）,132番目（116）
入れ替え:130番目（141）,131番目（116）
入れ替え:129番目（141）,130番目（116）
入れ替え:128番目（138）,129番目（116）
入れ替え:127番目（136）,128番目（116）
入れ替え:126番目（135）,127番目（116）
入れ替え:125番目（135）,126番目（116）
入れ替え:124番目（132）,125番目（116）
入れ替え:123番目（130）,124番目（116）
入れ替え:122番目（128）,123番目（116）
入れ替え:121番目（127）,122番目（116）
入れ替え:120番目（126）,121番目（116）
入れ替え:119番目（125）,120番目（116）
入れ替え:118番目（125）,119番目（116）
入れ替え:117番目（124）,118番目（116）
入れ替え:116番目（124）,117番目（116）
入れ替え:115番目（122）,116番目（116）
入れ替え:114番目（121）,115番目（116）
入れ替え:113番目（120）,114番目（116）
入れ替え:112番目（118）,113番目（116）
入れ替え:195番目（197）,196番目（104）
入れ替え:194番目（193）,195番目（104）
入れ替え:193番目（193）,194番目（104）
入れ替え:192番目（191）,193番目（104）
入れ替え:191番目（190）,192番目（104）
入れ替え:190番目（190）,191番目（104）
入れ替え:189番目（190）,190番目（104）
入れ替え:188番目（188）,189番目（104）
入れ替え:187番目（188）,188番目（104）
入れ替え:186番目（185）,187番目（104）
入れ替え:185番目（184）,186番目（104）
入れ替え:184番目（184）,185番目（104）
入れ替え:183番目（183）,184番目（104）
入れ替え:182番目（183）,183番目（104）
入れ替え:181番目（183）,182番目（104）
入れ替え:180番目（182）,181番目（104）
入れ替え:179番目（182）,180番目（104）
入れ替え:178番目（181）,179番目（104）
入れ替え:177番目（181）,178番目（104）
入れ替え:176番目（180）,177番目（104）
入れ替え:175番目（180）,176番目（104）
入れ替え:174番目（180）,175番目（104）
入れ替え:173番目（180）,174番目（104）
入れ替え:172番目（179）,173番目（104）
入れ替え:171番目（179）,172番目（104）
入れ替え:170番目（177）,171番目（104）
入れ替え:169番目（177）,170番目（104）
入れ替え:168番目（176）,169番目（104）
入れ替え:167番目（175）,168番目（104）
入れ替え:166番目（173）,167番目（104）
入れ替え:165番目（173）,166番目（104）
入れ替え:164番目（173）,165番目（104）
入れ替え:163番目（170）,164番目（104）
